record_origin,display_priority,dedupe_key,poi_id,name,city,region,country,primary_source,osm_id,wikidata_id,wikipedia_title,primary_category,display_categories,themes,review_status,is_active,short_description,base_significance_score,quality_score,walk_affinity_hint,drive_affinity_hint,historical_flag,cultural_flag,scenic_flag,infrastructure_flag,food_identity_flag,lon,lat,merge_note
database,50,osm:node/4700306085,f3748036-4f7f-4360-971b-e917948b2225,Gregorio Crespín House,santa-fe,new-mexico,usa,osm_overpass,node/4700306085,Q85764582,Gregorio_Crespin_House,history,history,,needs_review,t,Historic site with strong local landscape context.,75.00,85.00,0.55,0.90,t,f,f,f,f,-105.9390904,35.6839145,
database,50,osm:relation/6991590,b4e95100-19ce-43af-ae2d-9a43ad32cc4e,Gregory Lopez Park,santa-fe,new-mexico,usa,osm_overpass,relation/6991590,Q49496296,,scenic,scenic,,needs_review,t,Landscape access point with ecological or scenic value.,56.00,72.50,0.75,0.60,f,f,t,f,f,-105.97606205,35.667580099999995,
database,50,osm:node/8861430339,f3ff697c-44a0-45e3-ab42-77257cee3d7e,Gronquist Arroyo Overlook,santa-fe,new-mexico,usa,osm_overpass,node/8861430339,,,scenic,scenic,,needs_review,t,Viewpoint with a strong terrain and settlement read.,60.00,55.00,0.55,0.90,f,f,t,f,f,-105.9282355,35.665555,
database,50,osm:way/861291279,1b75a8c0-ac34-4bfe-865f-0a86bd2da0de,Guadalupe Street Bridge,santa-fe,new-mexico,usa,osm_overpass,way/861291279,,,civic,civic,,needs_review,t,"Infrastructure trace that reveals labor, circulation, or water systems.",64.00,65.00,0.55,0.90,f,f,f,t,f,-105.94413733115766,35.6871075389953,
database,50,osm:way/486208125,db227f02-a66c-4a65-af2a-4ae265b0d62f,Hackett Building,santa-fe,new-mexico,usa,osm_overpass,way/486208125,,,history,history,,needs_review,t,Historic site with strong local landscape context.,68.00,80.00,0.55,0.90,t,f,f,f,f,-105.99328467302232,35.66213379995028,
database,50,osm:way/462384947,5cbadeb0-ccce-4ee2-9e0c-9d03a206f89a,Hampton Gallery,santa-fe,new-mexico,usa,osm_overpass,way/462384947,,,art,art,,needs_review,t,Art space with strong corridor-level cultural identity.,56.00,62.50,0.90,0.60,f,f,f,f,f,-105.93143650245851,35.682457517365194,
database,50,osm:node/9844726490,245dc75c-19f1-4cff-b01c-41ca55e73df9,Harper Samuel Cunningham,santa-fe,new-mexico,usa,osm_overpass,node/9844726490,,,history,history,,needs_review,t,Monument or memorial with strong public memory value.,64.00,57.50,0.55,0.60,t,f,f,f,f,-105.936406,35.6913897,
database,50,osm:node/4699143395,902c0cab-5d95-4f8f-ab44-554e21c5e456,Harry H. Dorman House,santa-fe,new-mexico,usa,osm_overpass,node/4699143395,,,history,history,,needs_review,t,Historic site with strong local landscape context.,68.00,70.00,0.55,0.90,t,f,f,f,f,-105.9368899,35.6772696,
database,50,osm:way/483793041,b0c22180-ff58-48d5-89bd-6ff86e51e3c4,Harvest Baptist Church,santa-fe,new-mexico,usa,osm_overpass,way/483793041,,,culture,culture,,needs_review,t,Ritual or religious site with strong cultural continuity.,58.00,65.00,0.55,0.60,f,t,f,f,f,-105.97423292336983,35.650345729129945,
database,50,osm:way/461965581,f629bb7f-f2fa-445e-9f5d-4938b01cab62,Harvey Cornell Rose Park,santa-fe,new-mexico,usa,osm_overpass,way/461965581,Q49480189,"Cornell_Park_(parke_sa_Tinipong_Bansa,_New_Mexico)",scenic,scenic,,needs_review,t,Landscape access point with ecological or scenic value.,59.00,90.00,0.75,0.60,f,f,t,f,f,-105.94614568299764,35.6702819253615,
database,50,osm:node/6791894487,fc6b1424-682f-48b9-b390-bec8e8d3c1ea,Healing Garden Medical Art Complex,santa-fe,new-mexico,usa,osm_overpass,node/6791894487,,,art,art,,needs_review,t,Art space with strong corridor-level cultural identity.,56.00,60.00,0.90,0.60,f,f,f,f,f,-105.9616686,35.6632906,
database,50,osm:node/11270721844,1f868f28-190d-49e3-a083-2e2af0493e65,Hecho Gallery,santa-fe,new-mexico,usa,osm_overpass,node/11270721844,,,art,art,,needs_review,t,Art space with strong corridor-level cultural identity.,56.00,60.00,0.90,0.60,f,f,f,f,f,-105.9400519,35.6883607,
database,50,osm:way/298980925,ae1fc7e6-5370-4c98-831f-3d52de5c6c3b,Herb Martinez Park,santa-fe,new-mexico,usa,osm_overpass,way/298980925,Q49500116,,scenic,scenic,,needs_review,t,Landscape access point with ecological or scenic value.,56.00,67.50,0.75,0.60,f,f,t,f,f,-105.98636411206839,35.64833691190507,
database,50,osm:way/461767926,fb1283cc-ad6f-4073-9339-0c1b23310d33,Hesch House,santa-fe,new-mexico,usa,osm_overpass,way/461767926,,,history,history,,needs_review,t,Historic site with strong local landscape context.,68.00,77.50,0.55,0.90,t,f,f,f,f,-105.94585426493292,35.68324601602175,
database,50,osm:way/1155101732,ed6e2fc3-2567-4da7-9869-0465abf9d0a2,Hilario Gallegos House,santa-fe,new-mexico,usa,osm_overpass,way/1155101732,,,history,history,,needs_review,t,Historic site with strong local landscape context.,70.00,70.00,0.55,0.90,t,f,f,f,f,-105.9336839,35.69154865,
database,50,osm:way/729362235,f0762a23-b8f2-4e7f-8aea-564b80fbe417,Historic Fort Marcy Park,santa-fe,new-mexico,usa,osm_overpass,way/729362235,Q49501706,,scenic,scenic,,needs_review,t,Landscape access point with ecological or scenic value.,56.00,80.00,0.75,0.60,f,f,t,f,f,-105.93110815006553,35.689664854601034,
database,50,osm:way/479921441,0588595e-cdb5-41cf-9458-cf481e8d0e2f,Holy Trinity Orthodox Church,santa-fe,new-mexico,usa,osm_overpass,way/479921441,,,culture,culture,,needs_review,t,Ritual or religious site with strong cultural continuity.,58.00,75.00,0.55,0.60,f,t,f,f,f,-105.93941717202443,35.67026217481664,
database,50,osm:node/4575493600,d6ae74cc-2e61-4945-9448-92e4cea4ca6e,Hometown Hero,santa-fe,new-mexico,usa,osm_overpass,node/4575493600,,,history,history,,needs_review,t,An eight-foot-tall bronze statue honoring Medal of Honor recipient Sergeant First Class Leroy Petry,64.00,75.00,0.55,0.60,t,f,f,f,f,-105.938556,35.6896532,
database,50,osm:way/449793723,549ab511-f14c-44df-89c4-ec35624ffc07,House of Eternal Return - Meow Wolf,santa-fe,new-mexico,usa,osm_overpass,way/449793723,Q6817787,Meow_Wolf,art,art,,needs_review,t,Art space with strong corridor-level cultural identity.,63.00,90.00,0.90,0.60,f,f,f,f,f,-105.99652821781592,35.654655068835844,
database,50,osm:node/12409787234,fd0f3bce-98da-4b53-9046-b430a6bc4d2d,Iglesia Ciudad,santa-fe,new-mexico,usa,osm_overpass,node/12409787234,,,culture,culture,,needs_review,t,Ritual or religious site with strong cultural continuity.,58.00,65.00,0.55,0.60,f,t,f,f,f,-105.9926122,35.6606509,
database,50,osm:node/11009407830,d9a60b8f-fd37-4d1e-bc52-0bd6724b2131,Impressions,santa-fe,new-mexico,usa,osm_overpass,node/11009407830,,,art,art,,needs_review,t,Art space with strong corridor-level cultural identity.,56.00,72.50,0.90,0.60,f,f,f,f,f,-105.940422,35.6870627,
database,50,osm:node/11270781110,198c4a60-1539-4de7-8250-934701bd717f,Interfusion Art,santa-fe,new-mexico,usa,osm_overpass,node/11270781110,,,art,art,,needs_review,t,Art space with strong corridor-level cultural identity.,56.00,70.00,0.90,0.60,f,f,f,f,f,-105.937541,35.6887318,
database,50,osm:node/11006341468,3a2a8a17-f045-4427-85af-bc7548029023,Jackson Ballard Gallery,santa-fe,new-mexico,usa,osm_overpass,node/11006341468,,,art,art,,needs_review,t,Art space with strong corridor-level cultural identity.,56.00,60.00,0.90,0.60,f,f,f,f,f,-105.9407825,35.6871901,
database,50,osm:way/474927066,9a9e69d3-3305-4908-a80e-967098b51fec,Jaguar Village,santa-fe,new-mexico,usa,osm_overpass,way/474927066,,,culture,culture,,needs_review,t,Neighborhood corridor that expresses local identity at street level.,60.00,57.50,0.90,0.60,f,t,f,f,f,-106.0351085441177,35.62975065979524,
database,50,osm:way/474087931,9dfed0b7-f765-49a6-8d22-f2011f5df55c,James A Little Theater,santa-fe,new-mexico,usa,osm_overpass,way/474087931,,,culture,culture,,needs_review,t,Cultural venue that signals local performance and public life.,56.00,80.00,0.75,0.60,f,t,f,f,f,-105.95531533782993,35.67779377055513,
database,50,osm:node/11270781164,a90737ff-3693-411a-82f0-ba2351dc500d,James Compton,santa-fe,new-mexico,usa,osm_overpass,node/11270781164,,,art,art,,needs_review,t,Art space with strong corridor-level cultural identity.,56.00,67.50,0.90,0.60,f,f,f,f,f,-105.940361,35.6875814,
database,50,osm:node/4578334593,8dd4c4bc-6cfc-4da8-b721-ffd3a25552ad,James Roybal Fine Art,santa-fe,new-mexico,usa,osm_overpass,node/4578334593,,,art,art,,needs_review,t,Art space with strong corridor-level cultural identity.,56.00,72.50,0.90,0.60,f,f,f,f,f,-105.9342975,35.6835053,
database,50,osm:node/6484931504,e6853703-1dea-4939-8e7f-954b2e315a8b,Japanese Internment Memorial,santa-fe,new-mexico,usa,osm_overpass,node/6484931504,,,history,history,,needs_review,t,Monument or memorial with strong public memory value.,64.00,60.00,0.55,0.60,t,f,f,f,f,-105.9627718,35.6964292,
database,50,osm:node/11228566538,d5e15e60-9e2e-4c9e-8855-8165f4d6699f,Jeff Tabor Fine Art Gallery,santa-fe,new-mexico,usa,osm_overpass,node/11228566538,,,art,art,,needs_review,t,Art space with strong corridor-level cultural identity.,56.00,80.00,0.90,0.60,f,f,f,f,f,-105.9390548,35.6868166,
database,50,osm:node/11270721866,cbfa0b10-1b10-4001-a769-ca245625505f,J Justice Fine Art,santa-fe,new-mexico,usa,osm_overpass,node/11270721866,,,art,art,,needs_review,t,Art space with strong corridor-level cultural identity.,56.00,60.00,0.90,0.60,f,f,f,f,f,-105.9372995,35.6893203,
database,50,osm:way/477377900,5d251fd4-c11b-4b92-a500-c74037a97bd0,John F Ray Griego Park,santa-fe,new-mexico,usa,osm_overpass,way/477377900,Q49508137,,scenic,scenic,,needs_review,t,Landscape access point with ecological or scenic value.,56.00,67.50,0.75,0.60,f,f,t,f,f,-105.97044631224239,35.68324800203677,
database,50,osm:node/11270781097,220fb222-593f-4e42-a235-8b53b8a17989,John Ruddy Textile & Ethnographic Art,santa-fe,new-mexico,usa,osm_overpass,node/11270781097,,,art,art,,needs_review,t,Art space with strong corridor-level cultural identity.,56.00,67.50,0.90,0.60,f,f,f,f,f,-105.940349,35.6876199,
database,50,osm:node/4700306088,a72bf37c-996b-49d5-83fd-583166fcb7ee,José Alaríd House,santa-fe,new-mexico,usa,osm_overpass,node/4700306088,,,history,history,,needs_review,t,Historic site with strong local landscape context.,68.00,70.00,0.55,0.90,t,f,f,f,f,-105.9343435,35.6829852,
database,50,osm:node/4700353315,e73cc164-6a68-49d0-bcb1-4ced88d7eecf,Jose D. Sena House,santa-fe,new-mexico,usa,osm_overpass,node/4700353315,,,history,history,,needs_review,t,Historic site with strong local landscape context.,68.00,70.00,0.55,0.90,t,f,f,f,f,-105.948533,35.6880347,
database,50,osm:node/4575693012,3d35515a-ed80-40cb-a0d0-18b228b4bd2a,Journey's End,santa-fe,new-mexico,usa,osm_overpass,node/4575693012,,,history,history,,needs_review,t,Monument or memorial with strong public memory value.,62.00,60.00,0.55,0.60,t,f,f,f,f,-105.9252097,35.6680355,
database,50,osm:node/4700306589,ee5a99ed-be2e-45cb-9ded-538542caa080,Juan Jose Prada House,santa-fe,new-mexico,usa,osm_overpass,node/4700306589,,,history,history,,needs_review,t,Historic site with strong local landscape context.,68.00,70.00,0.55,0.90,t,f,f,f,f,-105.9302613,35.6828449,
database,50,osm:way/341359732,304982de-c117-4256-b19e-fd42b36e21ea,Kagyu Shenpen Kunchab Buddhist Center,santa-fe,new-mexico,usa,osm_overpass,way/341359732,Q19881133,Kagyu_Shenpen_Kunchab,culture,culture,,needs_review,t,Ritual or religious site with strong cultural continuity.,65.00,90.00,0.55,0.60,f,t,f,f,f,-106.04089079831192,35.63539000883754,
database,50,osm:node/8861430659,4914b05c-d0ee-43dc-9aee-08cfd69c9a58,Kalenian Welcome Ramada,santa-fe,new-mexico,usa,osm_overpass,node/8861430659,,,civic,civic,,needs_review,t,"Infrastructure trace that reveals labor, circulation, or water systems.",64.00,55.00,0.55,0.90,f,f,f,t,f,-105.927507,35.6649127,
database,50,osm:node/12162590093,2e961468-ea91-4cff-835f-9bfbdbec17c4,K Contemporary,santa-fe,new-mexico,usa,osm_overpass,node/12162590093,,,art,art,,needs_review,t,Art space with strong corridor-level cultural identity.,56.00,75.00,0.90,0.60,f,f,f,f,f,-105.9338144,35.6839389,
database,50,osm:node/8090251749,ed6961ff-ed6f-4898-bee5-fa2bb5b128ab,KEEP Contemporary,santa-fe,new-mexico,usa,osm_overpass,node/8090251749,,,art,art,,needs_review,t,Art space with strong corridor-level cultural identity.,56.00,70.00,0.90,0.60,f,f,f,f,f,-105.938404,35.6893293,
database,50,osm:way/485751041,af8f32e1-7cf1-4e4e-8001-c5af9fb13399,Kingdom Hall of Jehovah's Witnesses,santa-fe,new-mexico,usa,osm_overpass,way/485751041,,,culture,culture,,needs_review,t,Ritual or religious site with strong cultural continuity.,58.00,75.00,0.55,0.60,f,t,f,f,f,-105.9999406098929,35.63528415145011,
database,50,osm:node/9844726498,aa60709e-168d-4c82-8730-1e795be11f51,King Galleries,santa-fe,new-mexico,usa,osm_overpass,node/9844726498,,,art,art,,needs_review,t,Art space with strong corridor-level cultural identity.,56.00,70.00,0.90,0.60,f,f,f,f,f,-105.938553,35.689036,
database,50,osm:node/4575341297,1a24493f-4d7f-4c9b-96fa-34f8bee57539,Kit Carson Monument,santa-fe,new-mexico,usa,osm_overpass,node/4575341297,Q124253513,,history,history,,needs_review,t,Monument or memorial with strong public memory value.,68.00,65.00,0.55,0.60,t,f,f,f,f,-105.937713,35.6906295,
database,50,osm:relation/6642728,236fcd84-3d1d-4913-930d-8e484b861a77,Koi Pond,santa-fe,new-mexico,usa,osm_overpass,relation/6642728,,,scenic,scenic,,needs_review,t,Landscape feature with clear scenic or ecological legibility.,57.00,62.50,0.55,0.90,f,f,t,f,f,-105.91199759999999,35.6667018,
database,50,osm:way/461705732,8ecf322a-3c2c-4550-a0b5-ea1beaef2641,Kruger Building,santa-fe,new-mexico,usa,osm_overpass,way/461705732,,,history,history,,needs_review,t,Historic site with strong local landscape context.,68.00,72.50,0.55,0.90,t,f,f,f,f,-105.93432671003406,35.68700281091763,
database,50,osm:node/357618698,f8e2a8c2-d863-4635-8077-0d92f27e996c,KSFR-FM (Santa Fe),santa-fe,new-mexico,usa,osm_overpass,node/357618698,,,civic,civic,,needs_review,t,"Infrastructure trace that reveals labor, circulation, or water systems.",64.00,67.50,0.55,0.90,f,f,f,t,f,-105.9916087,35.6786933,
database,50,osm:node/10738069465,72b5126d-f726-42ee-9c46-fab1dad25df3,KSG Fine Art,santa-fe,new-mexico,usa,osm_overpass,node/10738069465,,,art,art,,needs_review,t,Art space with strong corridor-level cultural identity.,56.00,75.00,0.90,0.60,f,f,f,f,f,-105.9389608,35.6867731,
database,50,osm:node/357618433,49acb389-f912-44bf-a69e-968362c5a05f,KSWV-AM (Santa Fe),santa-fe,new-mexico,usa,osm_overpass,node/357618433,Q6338381,KSWV,civic,civic,,needs_review,t,"Infrastructure trace that reveals labor, circulation, or water systems.",71.00,90.00,0.55,0.90,f,f,f,t,f,-105.966529,35.7012192,
database,50,osm:node/357618429,64c64262-6546-4c83-bc9d-172da9d3794e,KTRC-AM (Santa Fe),santa-fe,new-mexico,usa,osm_overpass,node/357618429,,,civic,civic,,needs_review,t,"Infrastructure trace that reveals labor, circulation, or water systems.",64.00,72.50,0.55,0.90,f,f,f,t,f,-105.9673813,35.685024,
database,50,osm:node/357618426,7e6d8fbc-8865-4bd9-8baf-aed35329e602,KVSF-AM (Santa Fe);KKOB-AM (Santa Fe),santa-fe,new-mexico,usa,osm_overpass,node/357618426,Q14706036,KVSF_(AM),civic,civic,,needs_review,t,"Infrastructure trace that reveals labor, circulation, or water systems.",71.00,82.50,0.55,0.90,f,f,f,t,f,-105.973056,35.6825395,
database,50,osm:way/714342081,ca01c3a0-ab19-493d-9d5b-41353901e7e2,La Paloma Park,santa-fe,new-mexico,usa,osm_overpass,way/714342081,,,scenic,scenic,,needs_review,t,Landscape access point with ecological or scenic value.,52.00,65.00,0.75,0.60,f,f,t,f,f,-106.06597066666762,35.62182396696174,
database,50,osm:relation/6991591,347f247b-7538-4c79-bbfe-a98ca0cdf2ff,Larragoite Park,santa-fe,new-mexico,usa,osm_overpass,relation/6991591,Q49514706,,scenic,scenic,,needs_review,t,Landscape access point with ecological or scenic value.,56.00,75.00,0.75,0.60,f,f,t,f,f,-105.9670777,35.67643940000001,
database,50,osm:way/469239782,c279be48-fb2c-47dc-b3a9-7928f6de5c18,Las Acequias Park,santa-fe,new-mexico,usa,osm_overpass,way/469239782,,,scenic,scenic,,needs_review,t,Landscape access point with ecological or scenic value.,52.00,62.50,0.75,0.60,f,f,t,f,f,-106.0251869148713,35.64807058513716,
database,50,osm:node/6536147887,66c5a212-a263-4f9a-8ddd-a6d9d4f2842c,Las Campanas Water Treatment Plant,santa-fe,new-mexico,usa,osm_overpass,node/6536147887,,,civic,civic,,needs_review,t,"Infrastructure trace that reveals labor, circulation, or water systems.",64.00,55.00,0.55,0.90,f,f,f,t,f,-106.0797,35.7077363,
database,50,osm:way/725437270,8941ff32-b302-41fd-9379-85a9008cd737,Las Qunitas de San Marcos,santa-fe,new-mexico,usa,osm_overpass,way/725437270,,,culture,culture,,needs_review,t,Neighborhood corridor that expresses local identity at street level.,60.00,57.50,0.90,0.60,f,t,f,f,f,-105.99358802430928,35.636740614301985,
database,50,osm:way/1092785471,cd5425cf-55a7-4245-bf71-cba94d1d5d7e,Las Soleras Park,santa-fe,new-mexico,usa,osm_overpass,way/1092785471,,,scenic,scenic,,needs_review,t,Landscape access point with ecological or scenic value.,52.00,67.50,0.75,0.60,f,f,t,f,f,-106.02003365397599,35.623033386233885,
database,50,osm:way/601405031,91a242f9-1cc6-471e-85c8-043c3f58e90e,La Tierra Trails,santa-fe,new-mexico,usa,osm_overpass,way/601405031,,,scenic,scenic,,needs_review,t,Landscape access point with ecological or scenic value.,52.00,67.50,0.75,0.60,f,f,t,f,f,-105.97123449048587,35.71675796116823,
database,50,osm:way/313523421,234b0741-8ae1-47f6-84c2-046e05e72a06,Laughlin Building,santa-fe,new-mexico,usa,osm_overpass,way/313523421,,,history,history,,needs_review,t,Historic site with strong local landscape context.,68.00,75.00,0.55,0.90,t,f,f,f,f,-105.93982138670182,35.6871551050504,
database,50,osm:node/10740282270,cf9e3841-5b88-44a9-8740-6b75ebbad345,Leslie Flyat,santa-fe,new-mexico,usa,osm_overpass,node/10740282270,,,art,art,,needs_review,t,Art space with strong corridor-level cultural identity.,56.00,70.00,0.90,0.60,f,f,f,f,f,-105.933255,35.6834943,
database,50,osm:node/6548608767,62bafe31-3ffd-48ed-8e13-56288b480063,Lew Allen,santa-fe,new-mexico,usa,osm_overpass,node/6548608767,,,art,art,,needs_review,t,Art space with strong corridor-level cultural identity.,56.00,65.00,0.90,0.60,f,f,f,f,f,-105.9505661,35.6818775,
database,50,osm:way/1352285084,b3145c66-efd3-4aa5-8587-93612be3aa51,Lincoln Avenue,santa-fe,new-mexico,usa,osm_overpass,way/1352285084,,,civic,civic,,needs_review,t,Civic space that helps explain the structure of public life.,66.00,75.00,0.90,0.75,f,f,f,t,f,-105.93886376995027,35.6878070571418,
database,50,osm:way/14607595,a18f0fe0-c3f9-4f32-a6f9-1e98d546f121,Lincoln Avenue,santa-fe,new-mexico,usa,osm_overpass,way/14607595,,,civic,civic,,needs_review,t,Civic space that helps explain the structure of public life.,66.00,72.50,0.90,0.75,f,f,f,t,f,-105.9389823937006,35.68748334834657,
database,50,osm:way/244175262,0c3d479b-bc6c-4635-a8f4-bf6bd4c9b8ba,Loretto Chapel,santa-fe,new-mexico,usa,osm_overpass,way/244175262,Q2956557,Loretto_Chapel,history,history,,needs_review,t,Museum or interpretive site with clear historical context.,71.00,90.00,0.75,0.75,t,f,f,f,f,-105.93754026246555,35.68562239499386,
database,50,osm:way/477371636,d689468f-5104-4a93-aeac-e1e75ff6bd6f,Los Hermanos Rodriguez Park,santa-fe,new-mexico,usa,osm_overpass,way/477371636,,,scenic,scenic,,needs_review,t,Landscape access point with ecological or scenic value.,52.00,70.00,0.75,0.60,f,f,t,f,f,-105.98765194468514,35.66328006422605,
database,50,osm:way/704426419,aba229bc-aba9-4a55-8857-6883208c3d00,Los Milagros Park,santa-fe,new-mexico,usa,osm_overpass,way/704426419,,,scenic,scenic,,needs_review,t,Landscape access point with ecological or scenic value.,52.00,65.00,0.75,0.60,f,f,t,f,f,-106.04393614209702,35.63015335068049,
database,50,osm:way/474088750,683231b2-00ae-4279-8e98-028ae35464e3,Los Miradores,santa-fe,new-mexico,usa,osm_overpass,way/474088750,,,culture,culture,,needs_review,t,Neighborhood corridor that expresses local identity at street level.,60.00,70.00,0.90,0.60,f,t,f,f,f,-105.91203676603388,35.66980769986311,
database,50,osm:way/540879288,856fc3d1-49bf-4bf2-be3c-f48101b2f649,Louis Montano Park,santa-fe,new-mexico,usa,osm_overpass,way/540879288,,,scenic,scenic,,needs_review,t,Landscape access point with ecological or scenic value.,52.00,65.00,0.75,0.60,f,f,t,f,f,-105.95151746181128,35.688296211844296,
database,50,osm:node/4576173951,fc369f7d-67c4-47de-8650-af311d558afa,Luca Decor Contemporary Art,santa-fe,new-mexico,usa,osm_overpass,node/4576173951,,,art,art,,needs_review,t,Art space with strong corridor-level cultural identity.,56.00,77.50,0.90,0.60,f,f,f,f,f,-105.9241274,35.6799566,
database,50,osm:node/10740282277,b37ba0f3-9c83-4c5c-b47c-27bb6daf3f0a,Luca Decor Contemporary Art,santa-fe,new-mexico,usa,osm_overpass,node/10740282277,,,art,art,,needs_review,t,Art space with strong corridor-level cultural identity.,56.00,70.00,0.90,0.60,f,f,f,f,f,-105.9328028,35.6832163,
database,50,osm:way/680550205,e068a1d6-fbc0-4233-8b96-19bb492067fd,Maclovia Park,santa-fe,new-mexico,usa,osm_overpass,way/680550205,,,scenic,scenic,,needs_review,t,Landscape access point with ecological or scenic value.,52.00,57.50,0.75,0.60,f,f,t,f,f,-105.98433797490846,35.66520865545566,
database,50,osm:way/457821422,01b92945-4aa6-4b3b-86b0-072dd0ca820e,Manitou Galleries,santa-fe,new-mexico,usa,osm_overpass,way/457821422,,,art,art,,needs_review,t,Art space with strong corridor-level cultural identity.,56.00,67.50,0.90,0.60,f,f,f,f,f,-105.93978409715453,35.68834531891843,
database,50,osm:node/4700353316,6caeed56-c3b0-4e26-b6cf-b40c3ca9412c,Marcos and Nicolasa Gutierrez House,santa-fe,new-mexico,usa,osm_overpass,node/4700353316,,,history,history,,needs_review,t,Historic site with strong local landscape context.,68.00,67.50,0.55,0.90,t,f,f,f,f,-105.9515594,35.6849761,
database,50,osm:node/4582015055,4c5ead7e-b710-4d2e-82fb-b3379946c2d9,Marilyn Buduke,santa-fe,new-mexico,usa,osm_overpass,node/4582015055,,,history,history,,needs_review,t,Official scenic historic marker,68.00,57.50,0.55,0.90,t,f,f,f,f,-105.9406099,35.6832159,
database,50,osm:way/243067361,aabbb78c-afaf-44d7-9465-c484a1a03721,Martin Luther King Jr. Park,santa-fe,new-mexico,usa,osm_overpass,way/243067361,,,scenic,scenic,,needs_review,t,Landscape access point with ecological or scenic value.,52.00,67.50,0.75,0.60,f,f,t,f,f,-105.981186835092,35.638935665205636,
database,50,osm:node/11247433659,0574e6f4-8b47-444f-8349-5314dde9c909,Maya's,santa-fe,new-mexico,usa,osm_overpass,node/11247433659,,,art,art,,needs_review,t,Art space with strong corridor-level cultural identity.,56.00,60.00,0.90,0.60,f,f,f,f,f,-105.9383381,35.6869356,
database,50,osm:node/11228566540,a0ac99d2-6c61-49ab-980d-971df5ee9dd8,Maya Sculpture Gallery,santa-fe,new-mexico,usa,osm_overpass,node/11228566540,,,art,art,,needs_review,t,Art space with strong corridor-level cultural identity.,56.00,80.00,0.90,0.60,f,f,f,f,f,-105.9392589,35.6866898,
database,50,osm:node/6484931505,f5c9bc51-0c2a-4f6b-bd2d-f0e2b354b584,Mayor Frank S. Ortiz Sports Park Memorial,santa-fe,new-mexico,usa,osm_overpass,node/6484931505,,,history,history,,needs_review,t,Monument or memorial with strong public memory value.,64.00,60.00,0.55,0.60,t,f,f,f,f,-105.963191,35.697104,
database,50,osm:node/4576232051,f25b00a0-5e75-4197-a80e-b621597c76e6,McCall Fine Art,santa-fe,new-mexico,usa,osm_overpass,node/4576232051,,,art,art,,needs_review,t,Art space with strong corridor-level cultural identity.,56.00,70.00,0.90,0.60,f,f,f,f,f,-105.9256058,35.6806876,
database,50,osm:node/4578334596,9193d9b2-356b-4847-9abe-ab514d5a49e4,McCreery Jordan Fine Art,santa-fe,new-mexico,usa,osm_overpass,node/4578334596,,,art,art,,needs_review,t,Art space with strong corridor-level cultural identity.,56.00,72.50,0.90,0.60,f,f,f,f,f,-105.9343607,35.6833375,
database,50,osm:node/10740282276,ed4f7f00-b77e-4752-8e14-af36c7a5e8f0,McLarry Fine Art,santa-fe,new-mexico,usa,osm_overpass,node/10740282276,,,art,art,,needs_review,t,Art space with strong corridor-level cultural identity.,56.00,62.50,0.90,0.60,f,f,f,f,f,-105.9327159,35.6834674,
database,50,osm:way/364727214,b3f7d8c8-5358-4cc4-9965-8086fe623584,Meem Library Placita,santa-fe,new-mexico,usa,osm_overpass,way/364727214,,,civic,civic,,needs_review,t,Civic space that helps explain the structure of public life.,66.00,62.50,0.90,0.75,f,f,f,t,f,-105.91280231563623,35.666616242612506,
database,50,osm:node/10740282279,7a824d08-31a3-4b68-a4b6-2187fa99d810,Meyer Gallery,santa-fe,new-mexico,usa,osm_overpass,node/10740282279,,,art,art,,needs_review,t,Art space with strong corridor-level cultural identity.,56.00,70.00,0.90,0.60,f,f,f,f,f,-105.9333144,35.6837083,
database,50,osm:relation/6971566,a1b027be-10de-4b40-aad8-5d013839a440,Milner Plaza,santa-fe,new-mexico,usa,osm_overpass,relation/6971566,,,civic,civic,,needs_review,t,"Infrastructure trace that reveals labor, circulation, or water systems.",64.00,60.00,0.55,0.90,f,f,f,t,f,-105.9255351,35.6644571,
database,50,osm:way/909253312,86588a65-bc7a-4933-969a-cef028c7c44d,Ministerio Liberando Al Cautivo,santa-fe,new-mexico,usa,osm_overpass,way/909253312,,,culture,culture,,needs_review,t,Ritual or religious site with strong cultural continuity.,58.00,67.50,0.55,0.60,f,t,f,f,f,-106.03183769978158,35.622607072437965,
database,50,osm:node/4576173965,2e0cf84e-3098-4fb2-b32a-b64d81c28ab7,Misfits on Canyon Road,santa-fe,new-mexico,usa,osm_overpass,node/4576173965,,,art,art,,needs_review,t,Art space with strong corridor-level cultural identity.,56.00,72.50,0.90,0.60,f,f,f,f,f,-105.9239837,35.6803442,
database,50,osm:node/8986337147,2d4545c3-914e-4b2c-93dc-e128df5580af,Molly & Kent Leavitt Amphitheater,santa-fe,new-mexico,usa,osm_overpass,node/8986337147,,,culture,culture,,needs_review,t,Cultural venue that signals local performance and public life.,56.00,57.50,0.75,0.60,f,t,f,f,f,-105.887435,35.6902551,
database,50,osm:way/469236986,6369b0cc-f2c0-4a50-b0a5-6dbf8786c66b,Monica Lucero Park,santa-fe,new-mexico,usa,osm_overpass,way/469236986,Q49527551,,scenic,scenic,,needs_review,t,Landscape access point with ecological or scenic value.,56.00,80.00,0.75,0.60,f,f,t,f,f,-105.99076777762696,35.64299486777496,
